index:ID,package,description,:LABEL
10045,java.text,"Provides classes and interfaces for handling text, dates, numbers, and messages
in a manner independent of natural languages.  This means your main application
or applet can be written to be language-independent, and it can rely upon
separate, dynamically-linked localized resources. This allows the flexibility
of adding localizations for new localizations at any time.

These classes are capable of formatting dates, numbers, and messages, parsing;
searching and sorting strings; and iterating over characters, words, sentences,
and line breaks.  This package contains three main groups of classes and
interfaces:

Classes for iteration over text
Classes for formatting and parsing
Classes for string collation",Package
10046,java.text.spi,Service provider classes for the classes in the java.text package.,Package
10047,java.util,"Contains the collections framework, legacy collection classes, event model,
date and time facilities, internationalization, and miscellaneous utility
classes (a string tokenizer, a random-number generator, and a bit array).

Package Specification

Collections Framework Overview

       Collections Framework Annotated Outline

Related Documentation
For overviews, tutorials, examples, guides, and tool documentation, please see:


Collections Framework Tutorial
Collections
    Framework Design FAQ",Package
10048,java.util.concurrent,"Utility classes commonly useful in concurrent programming.  This
 package includes a few small standardized extensible frameworks, as
 well as some classes that provide useful functionality and are
 otherwise tedious or difficult to implement.  Here are brief
 descriptions of the main components.  See also the
 java.util.concurrent.locks and
 java.util.concurrent.atomic packages.

 Executors
Interfaces.
Executor is a simple standardized
 interface for defining custom thread-like subsystems, including
 thread pools, asynchronous IO, and lightweight task frameworks.
 Depending on which concrete Executor class is being used, tasks may
 execute in a newly created thread, an existing task-execution thread,
 or the thread calling execute, and may execute sequentially or concurrently.

 ExecutorService provides a more
 complete asynchronous task execution framework.  An
 ExecutorService manages queuing and scheduling of tasks,
 and allows controlled shutdown.

 The ScheduledExecutorService
 subinterface and associated interfaces add support for
 delayed and periodic task execution.  ExecutorServices
 provide methods arranging asynchronous execution of any
 function expressed as Callable,
 the result-bearing analog of Runnable.

 A Future returns the results of
 a function, allows determination of whether execution has
 completed, and provides a means to cancel execution.

 A RunnableFuture is a Future
 that possesses a run method that upon execution,
 sets its results.

 
Implementations.

 Classes ThreadPoolExecutor and
 ScheduledThreadPoolExecutor
 provide tunable, flexible thread pools.

 The Executors class provides
 factory methods for the most common kinds and configurations
 of Executors, as well as a few utility methods for using
 them.  Other utilities based on Executors include the
 concrete class FutureTask
 providing a common extensible implementation of Futures, and
 ExecutorCompletionService, that
 assists in coordinating the processing of groups of
 asynchronous tasks.

 Class ForkJoinPool provides an
 Executor primarily designed for processing instances of ForkJoinTask and its subclasses.  These
 classes employ a work-stealing scheduler that attains high
 throughput for tasks conforming to restrictions that often hold in
 computation-intensive parallel processing.

 Queues

 The ConcurrentLinkedQueue class
 supplies an efficient scalable thread-safe non-blocking FIFO
 queue.

 Five implementations in java.util.concurrent support
 the extended BlockingQueue
 interface, that defines blocking versions of put and take:
 LinkedBlockingQueue,
 ArrayBlockingQueue,
 SynchronousQueue,
 PriorityBlockingQueue, and
 DelayQueue.
 The different classes cover the most common usage contexts
 for producer-consumer, messaging, parallel tasking, and
 related concurrent designs.

  Extended interface TransferQueue,
 and implementation LinkedTransferQueue
 introduce a synchronous transfer method (along with related
 features) in which a producer may optionally block awaiting its
 consumer.

 The BlockingDeque interface
 extends BlockingQueue to support both FIFO and LIFO
 (stack-based) operations.
 Class LinkedBlockingDeque
 provides an implementation.

 Timing

 The TimeUnit class provides
 multiple granularities (including nanoseconds) for
 specifying and controlling time-out based operations.  Most
 classes in the package contain operations based on time-outs
 in addition to indefinite waits.  In all cases that
 time-outs are used, the time-out specifies the minimum time
 that the method should wait before indicating that it
 timed-out.  Implementations make a ""best effort""
 to detect time-outs as soon as possible after they occur.
 However, an indefinite amount of time may elapse between a
 time-out being detected and a thread actually executing
 again after that time-out.  All methods that accept timeout
 parameters treat values less than or equal to zero to mean
 not to wait at all.  To wait ""forever"", you can use a value
 of Long.MAX_VALUE.

 Synchronizers

 Five classes aid common special-purpose synchronization idioms.
 
Semaphore is a classic concurrency tool.

 CountDownLatch is a very simple yet
 very common utility for blocking until a given number of signals,
 events, or conditions hold.

 A CyclicBarrier is a resettable
 multiway synchronization point useful in some styles of parallel
 programming.

 A Phaser provides
 a more flexible form of barrier that may be used to control phased
 computation among multiple threads.

 An Exchanger allows two threads to
 exchange objects at a rendezvous point, and is useful in several
 pipeline designs.

 
Concurrent Collections

 Besides Queues, this package supplies Collection implementations
 designed for use in multithreaded contexts:
 ConcurrentHashMap,
 ConcurrentSkipListMap,
 ConcurrentSkipListSet,
 CopyOnWriteArrayList, and
 CopyOnWriteArraySet.
 When many threads are expected to access a given collection, a
 ConcurrentHashMap is normally preferable to a synchronized
 HashMap, and a ConcurrentSkipListMap is normally
 preferable to a synchronized TreeMap.
 A CopyOnWriteArrayList is preferable to a synchronized
 ArrayList when the expected number of reads and traversals
 greatly outnumber the number of updates to a list.

 The ""Concurrent"" prefix used with some classes in this package
 is a shorthand indicating several differences from similar
 ""synchronized"" classes.  For example java.util.Hashtable and
 Collections.synchronizedMap(new HashMap()) are
 synchronized.  But ConcurrentHashMap is ""concurrent"".  A
 concurrent collection is thread-safe, but not governed by a
 single exclusion lock.  In the particular case of
 ConcurrentHashMap, it safely permits any number of
 concurrent reads as well as a tunable number of concurrent
 writes.  ""Synchronized"" classes can be useful when you need
 to prevent all access to a collection via a single lock, at
 the expense of poorer scalability.  In other cases in which
 multiple threads are expected to access a common collection,
 ""concurrent"" versions are normally preferable.  And
 unsynchronized collections are preferable when either
 collections are unshared, or are accessible only when
 holding other locks.

 Most concurrent Collection implementations (including most
 Queues) also differ from the usual java.util conventions in that
 their Iterators provide weakly consistent rather than
 fast-fail traversal.  A weakly consistent iterator is thread-safe,
 but does not necessarily freeze the collection while iterating, so
 it may (or may not) reflect any updates since the iterator was
 created.

 Memory Consistency Properties

 Chapter 17 of
 The Java™ Language Specification
 defines the
 happens-before relation on memory operations such as reads and
 writes of shared variables.  The results of a write by one thread are
 guaranteed to be visible to a read by another thread only if the write
 operation happens-before the read operation.  The
 synchronized and volatile constructs, as well as the
 Thread.start() and Thread.join() methods, can form
 happens-before relationships.  In particular:

 
Each action in a thread happens-before every action in that
   thread that comes later in the program's order.

   An unlock (synchronized block or method exit) of a
   monitor happens-before every subsequent lock (synchronized
   block or method entry) of that same monitor.  And because
   the happens-before relation is transitive, all actions
   of a thread prior to unlocking happen-before all actions
   subsequent to any thread locking that monitor.

   A write to a volatile field happens-before every
   subsequent read of that same field.  Writes and reads of
   volatile fields have similar memory consistency effects
   as entering and exiting monitors, but do not entail
   mutual exclusion locking.

   A call to start on a thread happens-before any
   action in the started thread.

   All actions in a thread happen-before any other thread
   successfully returns from a join on that thread.

 


 The methods of all classes in java.util.concurrent and its
 subpackages extend these guarantees to higher-level
 synchronization.  In particular:

 
Actions in a thread prior to placing an object into any concurrent
   collection happen-before actions subsequent to the access or
   removal of that element from the collection in another thread.

   Actions in a thread prior to the submission of a Runnable
   to an Executor happen-before its execution begins.
   Similarly for Callables submitted to an ExecutorService.

   Actions taken by the asynchronous computation represented by a
   Future happen-before actions subsequent to the
   retrieval of the result via Future.get() in another thread.

   Actions prior to ""releasing"" synchronizer methods such as
   Lock.unlock, Semaphore.release, and
   CountDownLatch.countDown happen-before actions
   subsequent to a successful ""acquiring"" method such as
   Lock.lock, Semaphore.acquire,
   Condition.await, and CountDownLatch.await on the
   same synchronizer object in another thread.

   For each pair of threads that successfully exchange objects via
   an Exchanger, actions prior to the exchange()
   in each thread happen-before those subsequent to the
   corresponding exchange() in another thread.

   Actions prior to calling CyclicBarrier.await and
   Phaser.awaitAdvance (as well as its variants)
   happen-before actions performed by the barrier action, and
   actions performed by the barrier action happen-before actions
   subsequent to a successful return from the corresponding await
   in other threads.",Package
10049,java.util.concurrent.atomic,"A small toolkit of classes that support lock-free thread-safe
 programming on single variables.  In essence, the classes in this
 package extend the notion of volatile values, fields, and
 array elements to those that also provide an atomic conditional update
 operation of the form:

 
   boolean compareAndSet(expectedValue, updateValue);
 
This method (which varies in argument types across different
 classes) atomically sets a variable to the updateValue if it
 currently holds the expectedValue, reporting true on
 success.  The classes in this package also contain methods to get and
 unconditionally set values, as well as a weaker conditional atomic
 update operation weakCompareAndSet described below.

 The specifications of these methods enable implementations to
 employ efficient machine-level atomic instructions that are available
 on contemporary processors.  However on some platforms, support may
 entail some form of internal locking.  Thus the methods are not
 strictly guaranteed to be non-blocking --
 a thread may block transiently before performing the operation.

 Instances of classes
 AtomicBoolean,
 AtomicInteger,
 AtomicLong, and
 AtomicReference
 each provide access and updates to a single variable of the
 corresponding type.  Each class also provides appropriate utility
 methods for that type.  For example, classes AtomicLong and
 AtomicInteger provide atomic increment methods.  One
 application is to generate sequence numbers, as in:

 
 class Sequencer {
   private final AtomicLong sequenceNumber
     = new AtomicLong(0);
   public long next() {
     return sequenceNumber.getAndIncrement();
   }
 }
 
The memory effects for accesses and updates of atomics generally
 follow the rules for volatiles, as stated in section 17.4 of
 The Java™ Language Specification.

 
 get has the memory effects of reading a
 volatile variable.

    set has the memory effects of writing (assigning) a
 volatile variable.

    lazySet has the memory effects of writing (assigning)
   a volatile variable except that it permits reorderings with
   subsequent (but not previous) memory actions that do not themselves
   impose reordering constraints with ordinary non-volatile
   writes.  Among other usage contexts, lazySet may apply when
   nulling out, for the sake of garbage collection, a reference that is
   never accessed again.

   weakCompareAndSet atomically reads and conditionally
   writes a variable but does not
   create any happens-before orderings, so provides no guarantees
   with respect to previous or subsequent reads and writes of any
   variables other than the target of the weakCompareAndSet.

    compareAndSet
   and all other read-and-update operations such as getAndIncrement
   have the memory effects of both reading and
   writing volatile variables.
 
In addition to classes representing single values, this package
 contains Updater classes that can be used to obtain
 compareAndSet operations on any selected volatile
 field of any selected class.

 AtomicReferenceFieldUpdater,
 AtomicIntegerFieldUpdater, and
 AtomicLongFieldUpdater are
 reflection-based utilities that provide access to the associated
 field types.  These are mainly of use in atomic data structures in
 which several volatile fields of the same node (for
 example, the links of a tree node) are independently subject to
 atomic updates.  These classes enable greater flexibility in how
 and when to use atomic updates, at the expense of more awkward
 reflection-based setup, less convenient usage, and weaker
 guarantees.

 The
 AtomicIntegerArray,
 AtomicLongArray, and
 AtomicReferenceArray classes
 further extend atomic operation support to arrays of these types.
 These classes are also notable in providing volatile access
 semantics for their array elements, which is not supported for
 ordinary arrays.

 
The atomic classes also support method weakCompareAndSet,
 which has limited applicability.  On some platforms, the weak version
 may be more efficient than compareAndSet in the normal case,
 but differs in that any given invocation of the
 weakCompareAndSet method may return false
spuriously (that is, for no apparent reason).  A
 false return means only that the operation may be retried if
 desired, relying on the guarantee that repeated invocation when the
 variable holds expectedValue and no other thread is also
 attempting to set the variable will eventually succeed.  (Such
 spurious failures may for example be due to memory contention effects
 that are unrelated to whether the expected and current values are
 equal.)  Additionally weakCompareAndSet does not provide
 ordering guarantees that are usually needed for synchronization
 control.  However, the method may be useful for updating counters and
 statistics when such updates are unrelated to the other
 happens-before orderings of a program.  When a thread sees an update
 to an atomic variable caused by a weakCompareAndSet, it does
 not necessarily see updates to any other variables that
 occurred before the weakCompareAndSet.  This may be
 acceptable when, for example, updating performance statistics, but
 rarely otherwise.

 The AtomicMarkableReference
 class associates a single boolean with a reference.  For example, this
 bit might be used inside a data structure to mean that the object
 being referenced has logically been deleted.

 The AtomicStampedReference
 class associates an integer value with a reference.  This may be
 used for example, to represent version numbers corresponding to
 series of updates.

 Atomic classes are designed primarily as building blocks for
 implementing non-blocking data structures and related infrastructure
 classes.  The compareAndSet method is not a general
 replacement for locking.  It applies only when critical updates for an
 object are confined to a single variable.

 Atomic classes are not general purpose replacements for
 java.lang.Integer and related classes.  They do not
 define methods such as hashCode and
 compareTo.  (Because atomic variables are expected to be
 mutated, they are poor choices for hash table keys.)  Additionally,
 classes are provided only for those types that are commonly useful in
 intended applications.  For example, there is no atomic class for
 representing byte.  In those infrequent cases where you would
 like to do so, you can use an AtomicInteger to hold
 byte values, and cast appropriately.

 You can also hold floats using
 Float.floatToIntBits(float) and
 Float.intBitsToFloat(int) conversions, and doubles using
 Double.doubleToLongBits(double) and
 Double.longBitsToDouble(long) conversions.",Package
10050,java.util.concurrent.locks,"Interfaces and classes providing a framework for locking and waiting
 for conditions that is distinct from built-in synchronization and
 monitors.  The framework permits much greater flexibility in the use of
 locks and conditions, at the expense of more awkward syntax.

 The Lock interface supports
 locking disciplines that differ in semantics (reentrant, fair, etc),
 and that can be used in non-block-structured contexts including
 hand-over-hand and lock reordering algorithms.  The main implementation
 is ReentrantLock.

 The ReadWriteLock interface
 similarly defines locks that may be shared among readers but are
 exclusive to writers.  Only a single implementation, ReentrantReadWriteLock, is provided, since
 it covers most standard usage contexts.  But programmers may create
 their own implementations to cover nonstandard requirements.

 The Condition interface
 describes condition variables that may be associated with Locks.
 These are similar in usage to the implicit monitors accessed using
 Object.wait, but offer extended capabilities.
 In particular, multiple Condition objects may be associated
 with a single Lock.  To avoid compatibility issues, the
 names of Condition methods are different from the
 corresponding Object versions.

 The AbstractQueuedSynchronizer
 class serves as a useful superclass for defining locks and other
 synchronizers that rely on queuing blocked threads.  The AbstractQueuedLongSynchronizer class
 provides the same functionality but extends support to 64 bits of
 synchronization state.  Both extend class AbstractOwnableSynchronizer, a simple
 class that helps record the thread currently holding exclusive
 synchronization.  The LockSupport
 class provides lower-level blocking and unblocking support that is
 useful for those developers implementing their own customized lock
 classes.",Package
10051,java.util.jar,"Provides classes for reading and writing the JAR (Java ARchive) file
format, which is based on the standard ZIP file format with an
optional manifest file.  The manifest stores meta-information about the
JAR file contents and is also used for signing JAR files.


Package Specification

The java.util.jar package is based on the following specifications:

Info-ZIP file format - The JAR format is based on the Info-ZIP 
      file format. See 
      java.util.zip
      package description. 
      In JAR files, all file names must be encoded in the UTF-8 encoding. 


      Manifest and Signature Specification - The manifest format specification.",Package
10052,java.util.logging,"Provides the classes and interfaces of 
the JavaTM 2
 platform's core logging facilities.
The central goal of the logging APIs is to support maintaining and servicing
software at customer sites. 


There are four main target uses of the logs:


 Problem diagnosis by end users and system administrators. 
          This consists of simple logging of common problems that can be fixed 
          or tracked locally, such as running out of resources, security failures,
          and simple configuration errors.
        
    Problem diagnosis by field service engineers. The logging information
           used by field service engineers may be considerably more complex and
           verbose than that required by system administrators.  Typically such information
           will require extra logging within particular subsystems.

    Problem diagnosis by the development organization.
         When a problem occurs in the field, it may be necessary to return the captured logging
         information to the original development team for diagnosis. This logging
         information may be extremely detailed and fairly inscrutable. Such information might include
         detailed tracing on the internal execution of particular subsystems.           

    Problem diagnosis by developers. The Logging APIs may also be
           used to help debug an application under development. This may 
           include logging information generated by the target application
           as well as logging information generated by lower-level libraries.          
           Note however that while this use is perfectly reasonable,
           the logging APIs are not intended to replace the normal debugging 
           and profiling tools that may already exist in the development environment. 



The key elements of this package include:

 Logger: The main entity on which applications make 
                logging calls. A Logger object is used to log messages 
                for a specific system or application
                component.
    LogRecord: Used to pass logging requests between the logging
                   framework and individual log handlers.
    Handler: Exports LogRecord objects to a variety of destinations
                 including memory, output streams, consoles, files, and sockets.
                 A variety of Handler subclasses exist for this purpose. Additional Handlers
                 may be developed by third parties and delivered on top of the core platform.
    Level: Defines a set of standard logging levels that can be used
                      to control logging output. Programs can be configured to output logging
                      for some levels while ignoring output for others.
    Filter: Provides fine-grained control over what gets logged,
                       beyond the control provided by log levels. The logging APIs support a general-purpose
                       filter mechanism that allows application code to attach arbitrary filters to 
                       control logging output. 
                       
    Formatter: Provides support for formatting LogRecord objects. This 
                          package includes two formatters, SimpleFormatter and 
                          XMLFormatter, for formatting log records in plain text
                          or XML respectively. As with Handlers, additional Formatters 
                          may be developed by third parties.


The Logging APIs offer both static and dynamic configuration control.
Static control enables field service staff to set up a particular configuration and then re-launch the 
application with the new logging settings. Dynamic control allows for updates to the 
logging configuration within a currently running program. The APIs also allow for logging to be 
enabled or disabled for different functional areas of the system. For example, 
a field service engineer might be interested in tracing all AWT events, but might have no interest in 
socket events or memory management.

Null Pointers

In general, unless otherwise noted in the javadoc, methods and
constructors will throw NullPointerException if passed a null argument.
The one broad exception to this rule is that the logging convenience
methods in the Logger class (the config, entering, exiting, fine, finer, finest, 
log, logp, logrb, severe, throwing, and warning methods)  
will accept null values 
for all arguments except for the initial Level argument (if any).

Related Documentation

For an overview of control flow, 
please refer to the 

Java Logging Overview.",Package
10053,java.util.prefs,"This package allows applications to store and retrieve user and system
preference and configuration data. This data is stored persistently in an
implementation-dependent backing store. There are two separate trees of
preference nodes, one for user preferences and one for system preferences.",Package
10054,java.util.regex,"Classes for matching character sequences against patterns specified by regular
expressions.

 An instance of the Pattern class represents a
regular expression that is specified in string form in a syntax similar to
that used by Perl.

 Instances of the Matcher class are used to match
character sequences against a given pattern.  Input is provided to matchers via
the CharSequence interface in order to support matching
against characters from a wide variety of input sources. 
 Unless otherwise noted, passing a null argument to a method
in any class or interface in this package will cause a
NullPointerException to be thrown.

Related Documentation
 An excellent tutorial and overview of regular expressions is Mastering Regular
Expressions, Jeffrey E. F. Friedl, O'Reilly and Associates, 1997.",Package
10055,java.util.spi,Service provider classes for the classes in the java.util package.,Package
10056,java.util.zip,"Provides classes for reading and writing the standard ZIP and GZIP
file formats.  Also includes classes for compressing and decompressing
data using the DEFLATE compression algorithm, which is used by the
ZIP and GZIP file formats. Additionally, there are utility classes
for computing the CRC-32 and Adler-32 checksums of arbitrary
input streams.


Package Specification


      Info-ZIP Application Note 970311
       - a detailed description of the Info-ZIP format upon which
      the java.util.zip classes are based.


An implementation may optionally support the ZIP64(tm) format extensions
      defined by the 
      
      PKWARE ZIP File Format Specification. The ZIP64(tm) format extensions
      are used to overcome the size limitations of the original ZIP format.


APPENDIX D of 
      PKWARE ZIP File Format Specification - Language Encoding Flag (EFS) to
      encode ZIP entry filename and comment fields using UTF-8.


      ZLIB Compressed Data Format Specification version 3.3
       
      (pdf)
      (RFC 1950)


      DEFLATE Compressed Data Format Specification version 1.3
       
      (pdf)
      (RFC 1951)


      GZIP file format specification version 4.3
       
      (pdf)
      (RFC 1952)

CRC-32 checksum is described in RFC 1952 (above)

Adler-32 checksum is described in RFC 1950 (above)",Package
10057,javax.accessibility,"Defines a contract between user-interface components and an assistive technology
that provides access to those components. If a Java application fully supports
the Java Accessibility API, then it should be compatible with, and friendly
toward, assistive technologies such as screen readers, screen magnifiers,
etc. With a Java application that fully supports the Java Accessibility
API, no screen reader off screen model would be necessary because the API
provides all of the information normally contained in an off screen model.

The Java Accessibility API package consists of 8 Java programming language
interfaces, and 6 Java programming language classes. These are described
below.

Interface Accessible
Interface Accessible is the main interface
of the Java Accessibility API. All components that support the Java Accessibility
API must implement this interface. It contains a single method, getAccessibleContext,
that returns an instance of the class AccessibleContext.
Sun thinks that implementing this interface is the absolute minimum requirement
of every object that is part of the user interface of a Java application,
if that program is to be compatible with assistive technologies.

Class
AccessibleContext
AccessibleContext represents the minimum
information all accessible objects return and is obtained by calling the
getAccessibleContext method on an object that implements the Accessible
interface. This information includes the accessible name, description,
role, and state
of the object, as well as information about the parent and children of
the object.  In addition, JavaBeans TM
property change support is also included to allow assisitive technologies
learn when the values of the accessible properties change. AccessibleContext
also contains methods for obtaining more specific accessibility information
about a component. If the component supports it, these methods will return
an object that implements one or more of the following interfaces:


AccessibleAction - the object can
perform one or more actions. This interface provides the standard mechanism
for an assistive technology to determine what those actions are and tell
the object to perform those actions. Any object that can be manipulated
should return an object that implements this interface when the getAccessibleAction
method is called on an AccessibleContext.

AccessibleComponent - the object
has a graphical representation. This interface provides the standard mechanism
for an assistive technology to determine and set the graphical representation
of the object. Any object that is rendered on the screen should return
an object that implements this interface when the getAccessibleComponent
method is called on an AccessibleContext.

AccessibleSelection - the object
allows its children to be selected. This interface provides the standard
mechanism for an assistive technology to determine the currently selected
children as well as modify the selection set. Any object that has children
that can be selected should return an object that implements this interface
when the getAccessibleSelection method is called on an AccessibleContext.

AccessibleText - the object presents
editable textual information on the display. This interface provides the
standard mechanism for an assistive technology to access that text via
its content, attributes, and spatial location. Any object that contains
editable text should return an object that implements this interface when
the getAccessibleText method is called on an AccessibleContext.

AccessibleHypertext - the object
presents hypertext information on the display. This interface provides
the standard mechanism for an assistive technology to access that hypertext
via its content, attributes, and spatial location. Any object that contains
hypertext should return an object that implements this interface when the
getAccessibleText method is called on an AccessibleContext.

AccessibleValue - the object supports
a numerical value. This interface provides the standard mechanism for an
assistive technology to determine and set the current value of the object,
as well as the minimum and maximum values. Any object that supports a numerical
value should return an object that implements this interface when the getAccessibleValue
method is called on an AccessibleContext.


Class AccessibleRole
This class encapsulates the Accessible object's role in the user interface
and is obtained by calling the getAccessibleRole method on an
AccessibleContext. Accessible roles include
""Check box"", ""Menu Item"", ""Panel"", etc. These roles are identified by the
constants in this class such as AccessibleRole.CHECK_BOX, AccessibleRole.MENU_ITEM,
and AccessibleRole.PANEL. The constants in this class present
a strongly typed enumeration of common object roles. A public constructor
for this class has been purposely omitted and applications should use one
of the constants from this class. Although this class pre-defines a large
list of standard roles, it is extensible so additional programmer-defined
roles can be added in the future without needing to modify the base class.


Class AccessibleState
This class encapsulates a particular state of the Accessible object. Accessible
states include things like ""Armed"", ""Busy"", ""Checked"", ""Focused"", etc.
These roles are identified by the constants in this class such as AccessibleState.ARMED,
AccessibleState.BUSY, AccessibleState.CHECKED, and AccessibleState.FOCUSED.
The sum of all the states of an Accessible object is called the AccessibleStateSet,
and can be obtained by calling the getAccessibleStateSet method
on an AccessibleContext.

The constants in this class present a strongly typed enumeration of
common object roles. A public constructor for this class has been purposely
omitted and applications should use one of the constants from this class.
Although this class pre-defines a large list of standard roles, it is extensible
so additional, programmer-defined roles can be added in the future without
needing to modify the base class.


Class
AccessibleStateSet
This class encapsulates a collection of states of the Accessible object
and is obtained by calling the getAccessibleStateSet method on
an AccessibleContext. Since an object
might have multiple states (e.g. it might be both ""Checked"" and ""Focused""),
this class is needed to encapsulate a collection of these states. Methods
in the class provide for retrieving the individual AccessibleStates
on the state set.

Class AccessibleBundle
This class is used to maintain a strongly typed enumeration. It is the
super class of both the AccessibleRole and
AccessibleState classes. Programmers normally
do not interact with this class directly, but will instead use the AccessibleRole
and AccessibleState classes.


Interface
AccessibleAction
The AccessibleAction interface should
be supported by any object that can perform one or more actions. This interface
provides the standard mechanism for an assistive technology to determine
what those actions are as well as tell the object to perform those actions.
Any object that can be manipulated should support this interface.

Applications can determine if an object supports the AccessibleAction
interface by first obtaining its AccessibleContext
(see Accessible) and then calling the getAccessibleAction
method of AccessibleContext. If the return
value is not null, the object supports this interface.

Interface
AccessibleComponent
The AccessibleComponent interface
should be supported by any object that is rendered on the screen. This
interface provides the standard mechanism for an assistive technology to
determine and set the graphical representation of an object.

Applications can determine if an object supports the AccessibleComponent
interface by first obtaining its AccessibleContext
(see Accessible) and then calling the getAccessibleComponent
method of AccessibleContext. If the return
value is not null, the object supports this interface.

Interface
AccessibleSelection
The AccessibleSelection interface
provides the standard mechanism for an assistive technology to determine
what the current selected children are, as well as modify the selection
set. Any object that has children that can be selected should support this
the AccessibleSelection interface.

Applications can determine if an object supports the AccessibleSelection
interface by first obtaining its AccessibleContext
(see Accessible) and then calling the getAccessibleSelection
method of AccessibleContext. If the return
value is not null, the object supports this interface.

Interface AccessibleText
Interface AccessibleText is the contract
for making rich, editable text Accessible. Not all text displayed on the
screen is rich and editable (e.g. text contained in buttons, labels, menus,
etc., which users aren't expected to manipulate). However, objects containing
editable text must implement interface AccessibleText if they are to interoperate
with assistive technologies.

This interface provides support for going between pixel coordinates
and the text at a given pixel coordinate, for retrieving the letter, word,
and sentence at, before, or after a given position in the text. This interface
provides support for retrieving the attributes of the character at a given
position in the text (font, font size, style, etc.), as well as getting
the selected text (if any), the length of the text, and the location of
the text caret.

Applications can determine if an object supports the AccessibleText
interface by first obtaining its AccessibleContext
(see Accessible) and then calling the getAccessibleText
method of AccessibleContext. If the return
value is not null, the object supports this interface.

Interface AccessibleHypertext
The AccessibleHypertext interface
should be supported by any object that presents hypertext information on
the display. This interface provides the standard mechanism for an assistive
technology to access that text via its content, attributes, and spatial
location. It also provides standard mechanisms for manipulating hyperlinks.
Applications can determine if an object supports the AccessibleHypertext
interface by first obtaining its AccessibleContext
(see Accessible) and then calling the AccessibleContext.getAccessibleText()
method of AccessibleContext. If the return
value is a class which extends AccessibleHypertext, then that object supports
AccessibleHypertext.

Interface
AccessibleHyperlink
An object that is a hyperlink should support the AccessibleHyperlink
interface.  An object that implements this interface will be returned
by calling the getLink method on an AccessibleHypertext
object.

Interface
AccessibleValue
The AccessibleValue interface should
be supported by any object that supports a numerical value (e.g., a scroll
bar). This interface provides the standard mechanism for an assistive technology
to determine and set the numerical value as well as get the minimum and
maximum values.

Applications can determine if an object supports the AccessibleValue
interface by first obtaining its AccessibleContext
(see Accessible) and then calling the getAccessibleValue
method of AccessibleContext. If the return
value is not null, the object supports this interface.",Package
10058,javax.activation,"Signals that the requested operation does not support the
 requested data type.",Package
10059,javax.activity,"Contains Activity service related exceptions thrown by the ORB machinery during
unmarshalling.",Package
10060,javax.annotation,This class is used to allow multiple resources declarations.,Package
10061,javax.annotation.processing,"Facilities for declaring annotation processors and for
 allowing annotation processors to communicate with an annotation processing
 tool environment.

  Unless otherwise specified in a particular implementation, the
 collections returned by methods in this package should be expected
 to be unmodifiable by the caller and unsafe for concurrent access.

  Unless otherwise specified, methods in this package will throw
 a NullPointerException if given a null argument.",Package
10062,javax.crypto,"Provides the classes and interfaces for cryptographic operations. The
cryptographic operations defined in this package include encryption,
key generation and key agreement, and Message Authentication Code
(MAC) generation.

Support for encryption includes symmetric, asymmetric, block, and
stream ciphers. This package also supports secure streams and sealed
objects.

Many of the classes provided in this package are provider-based.  The
class itself defines a programming interface to which applications may
write.  The implementations themselves may then be written by
independent third-party vendors and plugged in seamlessly as needed.
Therefore application developers may take advantage of any number of
provider-based implementations without having to add or rewrite code.

Package Specification


JavaTM
    Cryptography Architecture Standard Algorithm Name
    Documentation

Related Documentation

For further documentation, please see:



JavaTM
       Cryptography Architecture (JCA) Reference Guide
      


How to Implement a Provider in the
      JavaTM Cryptography Architecture",Package
10063,javax.crypto.interfaces,"Provides interfaces for Diffie-Hellman keys as defined in
RSA Laboratories' PKCS #3.

Note that these interfaces are intended only
for key implementations whose key material
is accessible and available. These
interfaces are not intended for key
implementations whose key material resides
in inaccessible, protected storage (such as
in a hardware device).

For more developer information on how to use
these interfaces, including information on
how to design Key classes
for hardware devices, please refer to the
cryptographic provider developer guide:


How to Implement a Provider for the
    JavaTM Cryptography Architecture
    

Package Specification

PKCS #3: Diffie-Hellman Key-Agreement Standard, Version 1.4,
      November 1993.

Related Documentation

For further documentation, please see:



JavaTM
      Cryptography Architecture API Specification and Reference",Package
10064,javax.crypto.spec,"Provides classes and interfaces for key specifications and algorithm
parameter specifications.

A key specification is a transparent representation of the key
material that constitutes a key. A key may be specified in an
algorithm-specific way, or in an algorithm-independent encoding format
(such as ASN.1).  This package contains key specifications for
Diffie-Hellman public and private keys, as well as key specifications for DES,
Triple DES, and PBE secret keys.

An algorithm parameter specification is a transparent representation
of the sets of parameters used with an algorithm. This package contains
algorithm parameter specifications for parameters used with the
Diffie-Hellman, DES, Triple DES, PBE, RC2 and RC5 algorithms.

Package Specification

PKCS #3: Diffie-Hellman Key-Agreement Standard, Version 1.4,
  November 1993.
PKCS #5: Password-Based Encryption Standard, Version 1.5,
  November 1993.
Federal Information Processing Standards Publication (FIPS PUB) 46-2:
  Data Encryption Standard (DES) 

Related Documentation

For documentation that includes information about algorithm parameter
and key specifications, please see:



JavaTM
      Cryptography Architecture API Specification and Reference
      


How to Implement a Provider for the
      JavaTM Cryptography Architecture",Package
