index:ID,class,definition,description,:LABEL
20274,java.beans.FeatureDescriptor,"public abstract class PersistenceDelegate
extends Object","
A PropertyDescriptor describes one property that a Java Bean
 exports via a pair of accessor methods.
",Class
20275,java.beans.IndexedPropertyDescriptor,"public class PropertyChangeListenerProxy
extends EventListenerProxy<PropertyChangeListener>
implements PropertyChangeListener","
This is a support class to help build property editors.
",Class
20276,java.beans.MethodDescriptor,"public class PropertyDescriptor
extends FeatureDescriptor","
A Statement object represents a primitive statement
 in which a single method is applied to a target and
 a set of arguments - as in ""a.setFoo(b)"".
",Class
20277,java.beans.PersistenceDelegate,"public class PropertyEditorSupport
extends Object
implements PropertyEditor","
This is a utility class that can be used by beans that support constrained
 properties.
",Class
20278,java.beans.PropertyChangeListenerProxy,"public class Statement
extends Object","
The XMLEncoder class is a complementary alternative to
 the ObjectOutputStream and can used to generate
 a textual representation of a JavaBean in the same
 way that the ObjectOutputStream can
 be used to create binary representation of Serializable
 objects.
",Class
20279,java.beans.PropertyDescriptor,"public class VetoableChangeSupport
extends Object
implements Serializable","

 This is a general support class to provide support for implementing the
 BeanContextChild protocol.
",Class
20280,java.beans.PropertyEditorSupport,"public class XMLEncoder
extends Encoder
implements AutoCloseable","
A BeanContextMembershipEvent encapsulates
 the list of children added to, or removed from,
 the membership of a particular BeanContext.
",Class
20281,java.beans.Statement,"public class BeanContextChildSupport
extends Object
implements BeanContextChild, BeanContextServicesListener, Serializable","

 This event type is used by the
 BeanContextServiceRevokedListener in order to
 identify the service being revoked.
",Class
20282,java.beans.VetoableChangeSupport,"public class BeanContextMembershipEvent
extends BeanContextEvent","
subclasses may subclass this nested class to add behaviors for
 each BeanContextServicesProvider.
",Class
20283,java.beans.XMLEncoder,"public class BeanContextServiceRevokedEvent
extends BeanContextEvent","

BeanContextEvent is the abstract root event class
 for all events emitted
 from, and pertaining to the semantics of, a BeanContext.
",Class
20284,java.beans.beancontext.BeanContextChildSupport,"protected static class BeanContextServicesSupport.BCSSServiceProvider
extends Object
implements Serializable","

 This event type is used by the BeanContextServicesListener in order to
 identify the service being registered.
",Class
20285,java.beans.beancontext.BeanContextMembershipEvent,"public abstract class BeanContextEvent
extends EventObject","

 This helper class provides a utility implementation of the
 java.beans.beancontext.BeanContextServices interface.
",Class
20286,java.beans.beancontext.BeanContextServiceRevokedEvent,"public class BeanContextServiceAvailableEvent
extends BeanContextEvent","
This helper class provides a utility implementation of the
 java.beans.beancontext.BeanContext interface.
",Class
20287,java.beans.beancontext.BeanContextServicesSupport.BCSSServiceProvider,"public class BeanContextServicesSupport
extends BeanContextSupport
implements BeanContextServices","
protected final subclass that encapsulates an iterator but implements
 a noop remove() method.
",Class
20288,java.beans.beancontext.BeanContextEvent,"public class BeanContextSupport
extends BeanContextChildSupport
implements BeanContext, Serializable, PropertyChangeListener, VetoableChangeListener","
A BufferedInputStream adds
 functionality to another input stream-namely,
 the ability to buffer the input and to
 support the mark and reset
 methods.
",Class
20289,java.beans.beancontext.BeanContextServiceAvailableEvent,"protected static final class BeanContextSupport.BCSIterator
extends Object
implements Iterator","
Reads text from a character-input stream, buffering characters so as to
 provide for the efficient reading of characters, arrays, and lines.
",Class
20290,java.beans.beancontext.BeanContextServicesSupport,"public class BufferedInputStream
extends FilterInputStream","
A ByteArrayInputStream contains
 an internal buffer that contains bytes that
 may be read from the stream.
",Class
20291,java.beans.beancontext.BeanContextSupport,"public class BufferedReader
extends Reader","
This class implements a character buffer that can be used as a
 character-input stream.
",Class
20292,java.beans.beancontext.BeanContextSupport.BCSIterator,"public class ByteArrayInputStream
extends InputStream","
Methods to access the character-based console device, if any, associated
 with the current Java virtual machine.
",Class
20293,java.io.BufferedInputStream,"public class CharArrayReader
extends Reader","
A data output stream lets an application write primitive Java data
 types to an output stream in a portable way.
",Class
20294,java.io.BufferedReader,"public final class Console
extends Object
implements Flushable","
Instances of the file descriptor class serve as an opaque handle
 to the underlying machine-specific structure representing an open
 file, an open socket, or another source or sink of bytes.
",Class
20295,java.io.ByteArrayInputStream,"public class DataOutputStream
extends FilterOutputStream
implements DataOutput","
A file output stream is an output stream for writing data to a
 File or to a FileDescriptor.
",Class
20296,java.io.CharArrayReader,"public final class FileDescriptor
extends Object","
Convenience class for reading character files.
",Class
20297,java.io.Console,"public class FileOutputStream
extends OutputStream","
A FilterInputStream contains
 some other input stream, which it uses as
 its  basic source of data, possibly transforming
 the data along the way or providing  additional
 functionality.
",Class
20298,java.io.DataOutputStream,"public class FileReader
extends InputStreamReader","
Abstract class for reading filtered character streams.
",Class
20299,java.io.FileDescriptor,"public class FilterInputStream
extends InputStream","
This abstract class is the superclass of all classes representing
 an input stream of bytes.
",Class
20300,java.io.FileOutputStream,"public abstract class FilterReader
extends Reader","Deprecated
This class incorrectly assumes that bytes adequately represent
             characters.
",Class
20301,java.io.FileReader,"public abstract class InputStream
extends Object
implements Closeable","
An ObjectInputStream deserializes primitive data and objects previously
 written using an ObjectOutputStream.
",Class
20302,java.io.FilterInputStream,"@Deprecated
public class LineNumberInputStream
extends FilterInputStream","
An ObjectOutputStream writes primitive data types and graphs of Java objects
 to an OutputStream.
",Class
20303,java.io.FilterReader,"public class ObjectInputStream
extends InputStream
implements ObjectInput, ObjectStreamConstants","
Serialization's descriptor for classes.
",Class
20304,java.io.InputStream,"public class ObjectOutputStream
extends OutputStream
implements ObjectOutput, ObjectStreamConstants","
This abstract class is the superclass of all classes representing
 an output stream of bytes.
",Class
20305,java.io.LineNumberInputStream,"public class ObjectStreamClass
extends Object
implements Serializable","
A piped input stream should be connected
 to a piped output stream; the piped  input
 stream then provides whatever data bytes
 are written to the piped output  stream.
",Class
20306,java.io.ObjectInputStream,"public abstract class OutputStream
extends Object
implements Closeable, Flushable","
Piped character-input streams.
",Class
20307,java.io.ObjectOutputStream,"public class PipedInputStream
extends InputStream","
A PrintStream adds functionality to another output stream,
 namely the ability to print representations of various data values
 conveniently.
",Class
20308,java.io.ObjectStreamClass,"public class PipedReader
extends Reader","
A PushbackInputStream adds
 functionality to another input stream, namely
 the  ability to ""push back"" or ""unread""
 one byte.
",Class
20309,java.io.OutputStream,"public class PrintStream
extends FilterOutputStream
implements Appendable, Closeable","
Instances of this class support both reading and writing to a
 random access file.
",Class
20310,java.io.PipedInputStream,"public class PushbackInputStream
extends FilterInputStream","
A SequenceInputStream represents
 the logical concatenation of other input
 streams.
",Class
20311,java.io.PipedReader,"public class RandomAccessFile
extends Object
implements DataOutput, DataInput, Closeable","
The StreamTokenizer class takes an input stream and
 parses it into ""tokens"", allowing the tokens to be
 read one at a time.
",Class
20312,java.io.PrintStream,"public class SequenceInputStream
extends InputStream","
A character stream whose source is a string.
",Class
20313,java.io.PushbackInputStream,"public class StreamTokenizer
extends Object","
Abstract class for writing to character streams.
",Class
20314,java.io.RandomAccessFile,"public class StringReader
extends Reader","
The class implements a buffered output stream.
",Class
20315,java.io.SequenceInputStream,"public abstract class Writer
extends Object
implements Appendable, Closeable, Flushable","
Writes text to a character-output stream, buffering characters so as to
 provide for the efficient writing of single characters, arrays, and strings.
",Class
20316,java.io.StreamTokenizer,"public class BufferedOutputStream
extends FilterOutputStream","
This class implements an output stream in which the data is
 written into a byte array.
",Class
20317,java.io.StringReader,"public class BufferedWriter
extends Writer","
This class implements a character buffer that can be used as an Writer.
",Class
20318,java.io.Writer,"public class ByteArrayOutputStream
extends OutputStream","
A data input stream lets an application read primitive Java data
 types from an underlying input stream in a machine-independent
 way.
",Class
20319,java.io.BufferedOutputStream,"public class CharArrayWriter
extends Writer","
An abstract representation of file and directory pathnames.
",Class
20320,java.io.BufferedWriter,"public class DataInputStream
extends FilterInputStream
implements DataInput","
A FileInputStream obtains input bytes
 from a file in a file system.
",Class
20321,java.io.ByteArrayOutputStream,"public class File
extends Object
implements Serializable, Comparable<File>","
This class represents access to a file or directory.
",Class
20322,java.io.CharArrayWriter,"public class FileInputStream
extends InputStream","
Convenience class for writing character files.
",Class
20323,java.io.DataInputStream,"public final class FilePermission
extends Permission
implements Serializable","
This class is the superclass of all classes that filter output
 streams.
",Class
20324,java.io.File,"public class FileWriter
extends OutputStreamWriter","
Abstract class for writing filtered character streams.
",Class
20325,java.io.FileInputStream,"public class FilterOutputStream
extends OutputStream","
An InputStreamReader is a bridge from byte streams to character streams: It
 reads bytes and decodes them into characters using a specified charset.
",Class
20326,java.io.FilePermission,"public abstract class FilterWriter
extends Writer","
A buffered character-input stream that keeps track of line numbers.
",Class
20327,java.io.FileWriter,"public class InputStreamReader
extends Reader","
Provide access to the persistent fields read from the input stream.
",Class
20328,java.io.FilterOutputStream,"public class LineNumberReader
extends BufferedReader","
Provide programmatic access to the persistent fields to be written
 to ObjectOutput.
",Class
20329,java.io.FilterWriter,"public abstract static class ObjectInputStream.GetField
extends Object","
A description of a Serializable field from a Serializable class.
",Class
20330,java.io.InputStreamReader,"public abstract static class ObjectOutputStream.PutField
extends Object","
An OutputStreamWriter is a bridge from character streams to byte streams:
 Characters written to it are encoded into bytes using a specified charset.
",Class
20331,java.io.LineNumberReader,"public class ObjectStreamField
extends Object
implements Comparable<Object>","
A piped output stream can be connected to a piped input stream
 to create a communications pipe.
",Class
20332,java.io.ObjectInputStream.GetField,"public class OutputStreamWriter
extends Writer","
Piped character-output streams.
",Class
20333,java.io.ObjectOutputStream.PutField,"public class PipedOutputStream
extends OutputStream","
Prints formatted representations of objects to a text-output stream.
",Class
20334,java.io.ObjectStreamField,"public class PipedWriter
extends Writer","
A character-stream reader that allows characters to be pushed back into the
 stream.
",Class
20335,java.io.OutputStreamWriter,"public class PrintWriter
extends Writer","
Abstract class for reading character streams.
",Class
20336,java.io.PipedOutputStream,"public class PushbackReader
extends FilterReader","
This class is for Serializable permissions.
",Class
20337,java.io.PipedWriter,"public abstract class Reader
extends Object
implements Readable, Closeable","Deprecated
This class does not properly convert characters into bytes.
",Class
20338,java.io.PrintWriter,"public final class SerializablePermission
extends BasicPermission","
A character stream that collects its output in a string buffer, which can
 then be used to construct a string.
",Class
20339,java.io.PushbackReader,"@Deprecated
public class StringBufferInputStream
extends InputStream","
The Boolean class wraps a value of the primitive type
 boolean in an object.
",Class
20340,java.io.Reader,"public class StringWriter
extends Writer","
The Character class wraps a value of the primitive
 type char in an object.
",Class
20341,java.io.SerializablePermission,"public final class Boolean
extends Object
implements Serializable, Comparable<Boolean>","
A family of character subsets representing the character blocks in the
 Unicode specification.
",Class
20342,java.io.StringBufferInputStream,"public final class Character
extends Object
implements Serializable, Comparable<Character>","
A class loader is an object that is responsible for loading classes.
",Class
20343,java.io.StringWriter,"public static final class Character.UnicodeBlock
extends Character.Subset","
The Compiler class is provided to support Java-to-native-code
 compilers and related services.
",Class
20344,java.lang.Boolean,"public abstract class ClassLoader
extends Object","
This is the common base class of all Java language enumeration types.
",Class
20345,java.lang.Character,"public final class Compiler
extends Object","
This class extends ThreadLocal to provide inheritance of values
 from parent thread to child thread: when a child thread is created, the
 child receives initial values for all inheritable thread-local variables
 for which the parent has values.
",Class
20346,java.lang.Character.UnicodeBlock,"public final class Long
extends Number
implements Comparable<Long>","
The Long class wraps a value of the primitive type long in an object.
",Class
20347,java.lang.ClassLoader,"public abstract class Number
extends Object
implements Serializable","
The abstract class Number is the superclass of classes
 BigDecimal, BigInteger,
 Byte, Double, Float,
 Integer, Long, and Short.
",Class
20348,java.lang.Compiler,"public class Package
extends Object
implements AnnotatedElement","
Package objects contain version information
 about the implementation and specification of a Java package.
",Class
20349,java.lang.Enum<E extends Enum<E>>,"public final class ProcessBuilder
extends Object","
This class is used to create operating system processes.
",Class
20350,java.lang.InheritableThreadLocal<T>,"public class Runtime
extends Object","
Every Java application has a single instance of class
 Runtime that allows the application to interface with
 the environment in which the application is running.
",Class
20351,java.lang.Long,"public class SecurityManager
extends Object","
The security manager is a class that allows
 applications to implement a security policy.
",Class
20352,java.lang.Number,"public final class StackTraceElement
extends Object
implements Serializable","
An element in a stack trace, as returned by Throwable.getStackTrace().
",Class
20353,java.lang.Package,"public final class String
extends Object
implements Serializable, Comparable<String>, CharSequence","
The String class represents character strings.
",Class
20354,java.lang.ProcessBuilder,"public final class StringBuilder
extends Object
implements Serializable, CharSequence","
A mutable sequence of characters.
",Class
20355,java.lang.Runtime,"public class Thread
extends Object
implements Runnable","
A thread is a thread of execution in a program.
",Class
20356,java.lang.SecurityManager,"public final class Void
extends Object","
This class provides thread-local variables.
",Class
20357,java.lang.StackTraceElement,"public final class Byte
extends Number
implements Comparable<Byte>","
The Void class is an uninstantiable placeholder class to hold a
 reference to the Class object representing the Java keyword
 void.
",Class
20358,java.lang.String,"public static class Character.Subset
extends Object","
The Byte class wraps a value of primitive type byte
 in an object.
",Class
20359,java.lang.StringBuilder,"public final class Double
extends Number
implements Comparable<Double>","
Instances of this class represent particular subsets of the Unicode
 character set.
",Class
20360,java.lang.Thread,"public final class Float
extends Number
implements Comparable<Float>","
Instances of the class Class represent classes and
 interfaces in a running Java application.
",Class
20361,java.lang.ThreadLocal<T>,"public final class Integer
extends Number
implements Comparable<Integer>","
Lazily associate a computed value with (potentially) every type.
",Class
20362,java.lang.Void,"public final class Math
extends Object","
The Double class wraps a value of the primitive type
 double in an object.
",Class
20363,java.lang.Byte,public class Object,"
The Float class wraps a value of primitive type
 float in an object.
",Class
20364,java.lang.Character.Subset,"public abstract class Process
extends Object","
The Integer class wraps a value of the primitive type
 int in an object.
",Class
20365,java.lang.Class<T>,"public abstract static class ProcessBuilder.Redirect
extends Object","
The class Math contains methods for performing basic
 numeric operations such as the elementary exponential, logarithm,
 square root, and trigonometric functions.
",Class
20366,java.lang.ClassValue<T>,"public final class RuntimePermission
extends BasicPermission","
Class Object is the root of the class hierarchy.
",Class
20367,java.lang.Double,"public final class Short
extends Number
implements Comparable<Short>","
The ProcessBuilder.start() and
 Runtime.exec
 methods create a native process and return an instance of a
 subclass of Process that can be used to control the process
 and obtain information about it.
",Class
20368,java.lang.Float,"public final class StrictMath
extends Object","
Represents a source of subprocess input or a destination of
 subprocess output.
",Class
20369,java.lang.Integer,"public final class StringBuffer
extends Object
implements Serializable, CharSequence","
This class is for runtime permissions.
",Class
20370,java.lang.Math,"public final class System
extends Object","
The Short class wraps a value of primitive type short in an object.
",Class
20371,java.lang.Object,"public class ThreadGroup
extends Object
implements Thread.UncaughtExceptionHandler","
The class StrictMath contains methods for performing basic
 numeric operations such as the elementary exponential, logarithm,
 square root, and trigonometric functions.
",Class
20372,java.lang.Process,"public class Throwable
extends Object
implements Serializable","
A thread-safe, mutable sequence of characters.
",Class
20373,java.lang.ProcessBuilder.Redirect,"public final class ClassDefinition
extends Object","
The System class contains several useful class fields
 and methods.
",Class
20374,java.lang.RuntimePermission,"public abstract class CallSite
extends Object","
A thread group represents a set of threads.
",Class
20375,java.lang.Short,"public abstract class MethodHandle
extends Object","
The Throwable class is the superclass of all errors and
 exceptions in the Java language.
",Class
20376,java.lang.StrictMath,"public class MethodHandles
extends Object","
This class serves as a parameter block to the Instrumentation.redefineClasses method.
",Class
20377,java.lang.StringBuffer,"public final class MethodType
extends Object
implements Serializable","
A CallSite is a holder for a variable MethodHandle,
 which is called its target.
",Class
20378,java.lang.System,"public class SwitchPoint
extends Object","
A method handle is a typed, directly executable reference to an underlying method,
 constructor, field, or similar low-level operation, with optional
 transformations of arguments or return values.
",Class
20379,java.lang.ThreadGroup,"public class ConstantCallSite
extends CallSite","
This class consists exclusively of static methods that operate on or return
 method handles.
",Class
20380,java.lang.Throwable,"public class MethodHandleProxies
extends Object","
A method type represents the arguments and return type accepted and
 returned by a method handle, or the arguments and return type passed
 and expected  by a method handle caller.
",Class
20381,java.lang.annotation.Boolean,"public static final class MethodHandles.Lookup
extends Object","

 A SwitchPoint is an object which can publish state transitions to other threads.
",Class
20382,java.lang.annotation.Character,"public class MutableCallSite
extends CallSite","
A ConstantCallSite is a CallSite whose target is permanent, and can never be changed.
",Class
20383,java.lang.annotation.Character.UnicodeBlock,"public class VolatileCallSite
extends CallSite","
This class consists exclusively of static methods that help adapt
 method handles to other JVM types, such as interfaces.
",Class
20384,java.lang.annotation.ClassLoader,"public class LockInfo
extends Object","
A lookup object is a factory for creating method handles,
 when the creation requires access checking.
",Class
20385,java.lang.annotation.Compiler,"public final class ManagementPermission
extends BasicPermission","
A MutableCallSite is a CallSite whose target variable
 behaves like an ordinary field.
",Class
20386,java.lang.annotation.Enum<E extends Enum<E>>,"public class MemoryUsage
extends Object","
A VolatileCallSite is a CallSite whose target acts like a volatile variable.
",Class
20387,java.lang.annotation.InheritableThreadLocal<T>,"public class ThreadInfo
extends Object","
Information about a lock.
",Class
20388,java.lang.annotation.Long,"public class ManagementFactory
extends Object","
The permission which the SecurityManager will check when code
 that is running with a SecurityManager calls methods defined
 in the management interface for the Java platform.
",Class
20389,java.lang.annotation.Number,"public class MemoryNotificationInfo
extends Object","
A MemoryUsage object represents a snapshot of memory usage.
",Class
20390,java.lang.annotation.Package,"public class MonitorInfo
extends LockInfo","
Thread information.
",Class
20391,java.lang.annotation.ProcessBuilder,"public class AccessibleObject
extends Object
implements AnnotatedElement","
The ManagementFactory class is a factory class for getting
 managed beans for the Java platform.
",Class
20392,java.lang.annotation.Runtime,"public final class Method
extends AccessibleObject
implements GenericDeclaration, Member","
The information about a memory notification.
",Class
20393,java.lang.annotation.SecurityManager,"public class Proxy
extends Object
implements Serializable","
Information about an object monitor lock.
",Class
20394,java.lang.annotation.StackTraceElement,"public final class Array
extends Object","
Phantom reference objects, which are enqueued after the collector
 determines that their referents may otherwise be reclaimed.
",Class
20395,java.lang.annotation.String,"public final class Field
extends AccessibleObject
implements Member","
Reference queues, to which registered reference objects are appended by the
 garbage collector after the appropriate reachability changes are detected.
",Class
20396,java.lang.annotation.StringBuilder,"public class Modifier
extends Object","
Weak reference objects, which do not prevent their referents from being
 made finalizable, finalized, and then reclaimed.
",Class
20397,java.lang.annotation.Thread,"public final class ReflectPermission
extends BasicPermission","
Abstract base class for reference objects.
",Class
20398,java.lang.annotation.ThreadLocal<T>,"public class BigDecimal
extends Number
implements Comparable<BigDecimal>","
Soft reference objects, which are cleared at the discretion of the garbage
 collector in response to memory demand.
",Class
20399,java.lang.annotation.Void,"public final class MathContext
extends Object
implements Serializable","
The AccessibleObject class is the base class for Field, Method and
 Constructor objects.
",Class
20400,java.lang.annotation.Byte,"public class BigInteger
extends Number
implements Comparable<BigInteger>","
Constructor provides information about, and access to, a single
 constructor for a class.
",Class
20401,java.lang.annotation.Character.Subset,"public abstract class Authenticator
extends Object","
A Method provides information about, and access to, a single method
 on a class or interface.
",Class
20402,java.lang.annotation.Class<T>,"public abstract class CacheResponse
extends Object","
Proxy provides static methods for creating dynamic proxy
 classes and instances, and it is also the superclass of all
 dynamic proxy classes created by those methods.
",Class
20403,java.lang.annotation.ClassValue<T>,"public abstract class CookieHandler
extends Object","
The Array class provides static methods to dynamically create and
 access Java arrays.
",Class
20404,java.lang.annotation.Double,"public final class DatagramPacket
extends Object","
A Field provides information about, and dynamic access to, a
 single field of a class or an interface.
",Class
20405,java.lang.annotation.Float,"public abstract class DatagramSocketImpl
extends Object
implements SocketOptions","
The Modifier class provides static methods and
 constants to decode class and member access modifiers.
",Class
20406,java.lang.annotation.Integer,"public abstract class HttpURLConnection
extends URLConnection","
The Permission class for reflective operations.
",Class
20407,java.lang.annotation.Math,"public final class Inet4Address
extends InetAddress","
Immutable, arbitrary-precision signed decimal numbers.
",Class
20408,java.lang.annotation.Object,"public class InetAddress
extends Object
implements Serializable","
Immutable objects which encapsulate the context settings which
 describe certain rules for numerical operators, such as those
 implemented by the BigDecimal class.
",Class
20409,java.lang.annotation.Process,"public class InterfaceAddress
extends Object","
Immutable arbitrary-precision integers.
",Class
20410,java.lang.annotation.ProcessBuilder.Redirect,"public class MulticastSocket
extends DatagramSocket","
The class Authenticator represents an object that knows how to obtain
 authentication for a network connection.
",Class
20411,java.lang.annotation.RuntimePermission,"public final class NetworkInterface
extends Object","
Represent channels for retrieving resources from the
 ResponseCache.
",Class
20412,java.lang.annotation.Short,"public class Proxy
extends Object","
A CookieHandler object provides a callback mechanism to hook up a
 HTTP state management policy implementation into the HTTP protocol
 handler.
",Class
20413,java.lang.annotation.StrictMath,"public abstract class ResponseCache
extends Object","
This class represents a datagram packet.
",Class
20414,java.lang.annotation.StringBuffer,"public class ServerSocket
extends Object
implements Closeable","
Abstract datagram and multicast socket implementation base class.
",Class
20415,java.lang.annotation.System,"public abstract class SocketAddress
extends Object
implements Serializable","
A URLConnection with support for HTTP-specific features.
",Class
20416,java.lang.annotation.ThreadGroup,"public final class SocketPermission
extends Permission
implements Serializable","
This class represents an Internet Protocol version 4 (IPv4) address.
",Class
20417,java.lang.annotation.Throwable,"public final class URI
extends Object
implements Comparable<URI>, Serializable","
This class represents an Internet Protocol (IP) address.
",Class
20418,java.lang.instrument.ClassDefinition,"public class URLClassLoader
extends SecureClassLoader
implements Closeable","
This class represents a Network Interface address.
",Class
20419,java.lang.invoke.CallSite,"public class URLDecoder
extends Object","
The multicast datagram socket class is useful for sending
 and receiving IP multicast packets.
",Class
20420,java.lang.invoke.MethodHandle,"public abstract class URLStreamHandler
extends Object","
This class represents a Network Interface made up of a name,
 and a list of IP addresses assigned to this interface.
",Class
20421,java.lang.invoke.MethodHandles,"public abstract class CacheRequest
extends Object","
This class represents a proxy setting, typically a type (http, socks) and
 a socket address.
",Class
20422,java.lang.invoke.MethodType,"public abstract class ContentHandler
extends Object","
Represents implementations of URLConnection caches.
",Class
20423,java.lang.invoke.SwitchPoint,"public class CookieManager
extends CookieHandler","
This class implements server sockets.
",Class
20424,java.lang.invoke.ConstantCallSite,"public class DatagramSocket
extends Object
implements Closeable","
This class represents a Socket Address with no protocol attachment.
",Class
20425,java.lang.invoke.MethodHandleProxies,"public final class HttpCookie
extends Object
implements Cloneable","
This class represents access to a network via sockets.
",Class
20426,java.lang.invoke.MethodHandles.Lookup,"public final class IDN
extends Object","
Represents a Uniform Resource Identifier (URI) reference.
",Class
20427,java.lang.invoke.MutableCallSite,"public final class Inet6Address
extends InetAddress","
This class loader is used to load classes and resources from a search
 path of URLs referring to both JAR files and directories.
",Class
20428,java.lang.invoke.VolatileCallSite,"public class InetSocketAddress
extends SocketAddress","
Utility class for HTML form decoding.
",Class
20429,java.lang.management.LockInfo,"public abstract class JarURLConnection
extends URLConnection","
The abstract class URLStreamHandler is the common
 superclass for all stream protocol handlers.
",Class
20430,java.lang.management.ManagementPermission,"public final class NetPermission
extends BasicPermission","
Represents channels for storing resources in the
 ResponseCache.
",Class
20431,java.lang.management.MemoryUsage,"public final class PasswordAuthentication
extends Object","
The abstract class ContentHandler is the superclass
 of all classes that read an Object from a
 URLConnection.
",Class
20432,java.lang.management.ThreadInfo,"public abstract class ProxySelector
extends Object","
CookieManager provides a concrete implementation of CookieHandler,
 which separates the storage of cookies from the policy surrounding accepting
 and rejecting cookies.
",Class
20433,java.lang.management.ManagementFactory,"public abstract class SecureCacheResponse
extends CacheResponse","
This class represents a socket for sending and receiving datagram packets.
",Class
20434,java.lang.management.MemoryNotificationInfo,"public class Socket
extends Object
implements Closeable","
An HttpCookie object represents an http cookie, which carries state
 information between server and user agent.
",Class
20435,java.lang.management.MonitorInfo,"public abstract class SocketImpl
extends Object
implements SocketOptions","
Provides methods to convert internationalized domain names (IDNs) between
 a normal Unicode representation and an ASCII Compatible Encoding (ACE) representation.
",Class
20436,java.lang.ref.PhantomReference<T>,"public final class StandardSocketOptions
extends Object","
This class represents an Internet Protocol version 6 (IPv6) address.
",Class
20437,java.lang.ref.ReferenceQueue<T>,"public final class URL
extends Object
implements Serializable","
This class implements an IP Socket Address (IP address + port number)
 It can also be a pair (hostname + port number), in which case an attempt
 will be made to resolve the hostname.
",Class
20438,java.lang.ref.WeakReference<T>,"public abstract class URLConnection
extends Object","
A URL Connection to a Java ARchive (JAR) file or an entry in a JAR
 file.
",Class
20439,java.lang.ref.Reference<T>,"public class URLEncoder
extends Object","
This class is for various network permissions.
",Class
20440,java.lang.ref.SoftReference<T>,"public abstract class Buffer
extends Object","
The class PasswordAuthentication is a data holder that is used by
 Authenticator.
",Class
20441,java.lang.reflect.AccessibleObject,"public final class ByteOrder
extends Object","
Selects the proxy server to use, if any, when connecting to the
 network resource referenced by a URL.
",Class
20442,java.lang.reflect.Constructor<T>,"public abstract class DoubleBuffer
extends Buffer
implements Comparable<DoubleBuffer>","
Represents a cache response originally retrieved through secure
 means, such as TLS.
",Class
20443,java.lang.reflect.Method,"public abstract class IntBuffer
extends Buffer
implements Comparable<IntBuffer>","
This class implements client sockets (also called just
 ""sockets"").
",Class
20444,java.lang.reflect.Proxy,"public abstract class MappedByteBuffer
extends ByteBuffer","
The abstract class SocketImpl is a common superclass
 of all classes that actually implement sockets.
",Class
20445,java.lang.reflect.Array,"public abstract class ByteBuffer
extends Buffer
implements Comparable<ByteBuffer>","
Defines the standard socket options.
",Class
20446,java.lang.reflect.Field,"public abstract class CharBuffer
extends Buffer
implements Comparable<CharBuffer>, Appendable, CharSequence, Readable","
Class URL represents a Uniform Resource
 Locator, a pointer to a ""resource"" on the World
 Wide Web.
",Class
20447,java.lang.reflect.Modifier,"public abstract class FloatBuffer
extends Buffer
implements Comparable<FloatBuffer>","
The abstract class URLConnection is the superclass
 of all classes that represent a communications link between the
 application and a URL.
",Class
20448,java.lang.reflect.ReflectPermission,"public abstract class LongBuffer
extends Buffer
implements Comparable<LongBuffer>","
Utility class for HTML form encoding.
",Class
20449,java.math.BigDecimal,"public abstract class ShortBuffer
extends Buffer
implements Comparable<ShortBuffer>","
A container for data of a specific primitive type.
",Class
20450,java.math.MathContext,"public abstract class AsynchronousChannelGroup
extends Object","
A typesafe enumeration for byte orders.
",Class
20451,java.math.BigInteger,"public abstract class AsynchronousServerSocketChannel
extends Object
implements AsynchronousChannel, NetworkChannel","
A double buffer.
",Class
20452,java.net.Authenticator,"public final class Channels
extends Object","
An int buffer.
",Class
20453,java.net.CacheResponse,"public abstract class FileChannel
extends AbstractInterruptibleChannel
implements SeekableByteChannel, GatheringByteChannel, ScatteringByteChannel","
A direct byte buffer whose content is a memory-mapped region of a file.
",Class
20454,java.net.CookieHandler,"public abstract class FileLock
extends Object
implements AutoCloseable","
A byte buffer.
",Class
20455,java.net.DatagramPacket,"public abstract class Pipe
extends Object","
A char buffer.
",Class
20456,java.net.DatagramSocketImpl,"public abstract static class Pipe.SourceChannel
extends AbstractSelectableChannel
implements ReadableByteChannel, ScatteringByteChannel","
A float buffer.
",Class
20457,java.net.HttpURLConnection,"public abstract class SelectionKey
extends Object","
A long buffer.
",Class
20458,java.net.Inet4Address,"public abstract class ServerSocketChannel
extends AbstractSelectableChannel
implements NetworkChannel","
A short buffer.
",Class
20459,java.net.InetAddress,"public abstract class AsynchronousFileChannel
extends Object
implements AsynchronousChannel","
A grouping of asynchronous channels for the purpose of resource sharing.
",Class
20460,java.net.InterfaceAddress,"public abstract class AsynchronousSocketChannel
extends Object
implements AsynchronousByteChannel, NetworkChannel","
An asynchronous channel for stream-oriented listening sockets.
",Class
20461,java.net.MulticastSocket,"public abstract class DatagramChannel
extends AbstractSelectableChannel
implements ByteChannel, ScatteringByteChannel, GatheringByteChannel, MulticastChannel","
Utility methods for channels and streams.
",Class
20462,java.net.NetworkInterface,"public static class FileChannel.MapMode
extends Object","
A channel for reading, writing, mapping, and manipulating a file.
",Class
20463,java.net.Proxy,"public abstract class MembershipKey
extends Object","
A token representing a lock on a region of a file.
",Class
20464,java.net.ResponseCache,"public abstract static class Pipe.SinkChannel
extends AbstractSelectableChannel
implements WritableByteChannel, GatheringByteChannel","
A pair of channels that implements a unidirectional pipe.
",Class
